               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.079252,             0.03736,           0.0035793,              0.9307,             0.67302,             0.66485,             0.42309,            0.059987,            0.027159,            0.004366,           0.0098811,           0.0098811,           0.0098811
                  24,            0.076205,            0.034501,           0.0034867,             0.93808,             0.67544,             0.67792,             0.39928,            0.064949,            0.026119,           0.0048685,           0.0098701,           0.0098701,           0.0098701
                  25,            0.072272,              0.0317,           0.0038065,             0.96478,             0.68343,             0.69256,             0.46763,            0.058633,            0.025663,           0.0046755,           0.0098586,           0.0098586,           0.0098586
                  26,            0.075258,            0.035281,            0.003554,             0.95732,              0.6818,             0.68915,             0.45817,            0.059853,            0.026291,           0.0048623,           0.0098467,           0.0098467,           0.0098467
                  27,            0.070917,            0.032889,           0.0032613,             0.94984,             0.68492,             0.67742,             0.47037,            0.057548,            0.025489,           0.0040936,           0.0098342,           0.0098342,           0.0098342
                  28,            0.072483,            0.037184,           0.0032812,             0.94727,             0.68195,             0.67657,             0.44517,            0.060573,            0.026429,           0.0043117,           0.0098213,           0.0098213,           0.0098213
                  29,             0.07152,            0.035298,            0.003302,             0.96796,             0.69516,             0.71021,             0.50812,            0.055219,            0.025347,           0.0042993,           0.0098079,           0.0098079,           0.0098079
                  30,            0.070295,            0.033466,           0.0032422,             0.97073,             0.69963,             0.70353,             0.49715,            0.056338,            0.025616,           0.0040842,           0.0097941,           0.0097941,           0.0097941
                  31,             0.06565,            0.029232,           0.0032479,             0.97037,             0.69013,             0.70567,             0.48808,            0.057285,            0.025304,           0.0043464,           0.0097798,           0.0097798,           0.0097798
                  32,            0.068182,             0.03184,           0.0032551,             0.94566,             0.68155,             0.66306,             0.42349,            0.060837,            0.025785,           0.0042392,            0.009765,            0.009765,            0.009765
                  33,            0.070834,            0.033356,           0.0032146,             0.92952,             0.67523,             0.66468,             0.46316,            0.059669,            0.025432,           0.0040635,           0.0097497,           0.0097497,           0.0097497
                  34,            0.071467,            0.035664,           0.0030125,              0.9718,             0.70259,             0.70902,              0.4918,            0.054495,            0.025329,           0.0038323,            0.009734,            0.009734,            0.009734
                  35,            0.065992,            0.031739,           0.0029667,             0.97267,             0.70911,             0.71137,             0.52075,            0.054165,            0.025103,            0.003893,           0.0097178,           0.0097178,           0.0097178
                  36,            0.068213,            0.030008,           0.0032102,             0.96377,             0.69295,             0.70274,             0.48091,            0.057443,            0.024915,           0.0047913,           0.0097011,           0.0097011,           0.0097011
                  37,            0.066333,             0.03221,           0.0033264,             0.97601,             0.70806,             0.71313,               0.487,            0.054861,            0.025092,           0.0039839,            0.009684,            0.009684,            0.009684
                  38,            0.065569,            0.031707,           0.0029317,             0.97557,             0.70758,              0.7112,             0.50873,            0.054091,            0.025047,           0.0036217,           0.0096664,           0.0096664,           0.0096664
                  39,            0.065738,            0.032391,           0.0028451,             0.97793,             0.70957,             0.71512,             0.52312,            0.052305,            0.024371,           0.0038085,           0.0096484,           0.0096484,           0.0096484
                  40,            0.065443,            0.033816,           0.0026999,             0.97983,             0.70994,               0.718,             0.50556,            0.053957,            0.024836,           0.0034874,           0.0096299,           0.0096299,           0.0096299
                  41,            0.066752,            0.034304,           0.0027853,              0.9828,              0.7147,             0.72144,             0.51591,            0.052095,             0.02446,           0.0037494,            0.009611,            0.009611,            0.009611
                  42,            0.064856,            0.034215,           0.0028446,             0.97678,             0.70932,             0.71668,             0.51486,            0.052943,            0.024805,            0.003354,           0.0095916,           0.0095916,           0.0095916
                  43,             0.06558,            0.038054,           0.0026553,              0.9837,             0.71407,             0.72101,             0.52795,            0.052518,            0.024313,           0.0037007,           0.0095717,           0.0095717,           0.0095717
                  44,            0.060788,            0.029869,           0.0026764,             0.97927,             0.71199,             0.72039,             0.51773,            0.052257,            0.024513,           0.0033805,           0.0095514,           0.0095514,           0.0095514
                  45,            0.063031,            0.032757,           0.0029385,             0.97819,             0.71002,             0.71928,             0.50102,            0.053853,             0.02539,           0.0037191,           0.0095307,           0.0095307,           0.0095307
                  46,             0.06369,            0.033679,           0.0028403,             0.96431,             0.70035,             0.70892,             0.44726,            0.057048,             0.02519,           0.0034529,           0.0095095,           0.0095095,           0.0095095
                  47,            0.067672,            0.038685,           0.0031415,              0.9804,             0.70719,             0.71775,             0.52015,            0.051861,            0.024564,           0.0032445,           0.0094879,           0.0094879,           0.0094879
                  48,            0.065288,              0.0369,           0.0025949,             0.98092,             0.70224,             0.71392,             0.51021,            0.052848,            0.024526,           0.0036314,           0.0094659,           0.0094659,           0.0094659
                  49,            0.064396,             0.03673,           0.0026363,             0.97737,             0.71403,             0.72224,             0.53362,            0.051269,            0.024067,            0.003213,           0.0094434,           0.0094434,           0.0094434
                  50,            0.064494,            0.035681,           0.0027242,             0.98563,             0.71615,             0.72636,             0.52047,            0.052246,            0.024278,           0.0034902,           0.0094205,           0.0094205,           0.0094205
                  51,            0.063584,            0.033713,           0.0028477,             0.98258,             0.71355,             0.72128,             0.50771,            0.051802,            0.024603,           0.0032202,           0.0093971,           0.0093971,           0.0093971
                  52,            0.060894,            0.029365,           0.0029016,             0.97595,              0.7087,             0.72174,             0.52789,            0.051889,            0.024584,           0.0035258,           0.0093733,           0.0093733,           0.0093733
                  53,            0.063637,            0.034477,           0.0026711,             0.97453,              0.7032,             0.70787,             0.52831,            0.050804,            0.024603,           0.0036186,           0.0093491,           0.0093491,           0.0093491
                  54,            0.061477,            0.034441,           0.0027324,             0.98016,             0.70715,             0.72073,             0.52734,            0.052107,            0.024269,           0.0034322,           0.0093245,           0.0093245,           0.0093245
                  55,            0.063461,            0.031631,           0.0029034,             0.98475,               0.717,             0.72616,             0.51288,            0.051516,             0.02447,           0.0032459,           0.0092995,           0.0092995,           0.0092995
                  56,             0.06336,             0.03498,           0.0026788,             0.98475,             0.71809,             0.72533,             0.53231,            0.050597,             0.02415,           0.0031956,            0.009274,            0.009274,            0.009274
                  57,            0.060895,            0.030267,           0.0029096,             0.98224,              0.7207,             0.72574,             0.54589,            0.049021,            0.023906,           0.0031244,           0.0092481,           0.0092481,           0.0092481
                  58,            0.063444,            0.037598,           0.0030296,             0.98269,             0.71271,             0.72563,             0.51979,            0.052293,            0.024252,           0.0031812,           0.0092219,           0.0092219,           0.0092219
                  59,            0.063286,            0.035348,           0.0025023,             0.98031,              0.7174,             0.72228,             0.54312,            0.049659,            0.024046,           0.0034413,           0.0091952,           0.0091952,           0.0091952
                  60,            0.061852,            0.033724,           0.0024446,             0.98114,             0.71561,             0.72382,             0.51137,            0.051421,            0.024125,           0.0031901,           0.0091681,           0.0091681,           0.0091681
                  61,            0.063061,            0.035853,           0.0027475,             0.97667,             0.71616,             0.72016,             0.53823,            0.048995,            0.024298,           0.0031861,           0.0091406,           0.0091406,           0.0091406
                  62,            0.061695,            0.034561,           0.0023892,             0.98215,             0.72084,             0.72598,             0.52458,             0.05062,            0.024044,           0.0033571,           0.0091127,           0.0091127,           0.0091127
                  63,            0.063543,            0.038254,           0.0029676,             0.98125,             0.71301,             0.72195,             0.53749,            0.051544,            0.024372,           0.0033297,           0.0090844,           0.0090844,           0.0090844
                  64,            0.059196,            0.033091,             0.00282,             0.97869,             0.71314,             0.71929,             0.53247,            0.050197,            0.024092,           0.0034579,           0.0090557,           0.0090557,           0.0090557
                  65,            0.060217,             0.03377,           0.0026922,             0.97988,             0.70931,             0.71903,             0.53024,            0.049308,            0.024486,           0.0031001,           0.0090266,           0.0090266,           0.0090266
                  66,            0.061657,            0.032727,           0.0024541,             0.98403,              0.7214,             0.72974,                0.55,            0.049068,            0.024017,           0.0030752,           0.0089972,           0.0089972,           0.0089972
                  67,            0.060758,            0.034681,           0.0025358,             0.98746,             0.71979,             0.73023,             0.55912,            0.048838,            0.023806,           0.0031791,           0.0089673,           0.0089673,           0.0089673
                  68,            0.060471,            0.032842,           0.0025752,             0.98252,             0.71492,             0.72506,             0.55455,             0.04837,            0.023969,           0.0030092,           0.0089371,           0.0089371,           0.0089371
                  69,            0.059676,            0.032302,           0.0025554,             0.98312,             0.72006,             0.72844,             0.54808,            0.049695,            0.024032,           0.0031573,           0.0089065,           0.0089065,           0.0089065
                  70,            0.059325,            0.030736,           0.0026211,             0.98479,             0.72297,             0.73198,              0.5483,            0.049913,            0.023968,           0.0031431,           0.0088755,           0.0088755,           0.0088755
                  71,            0.061724,            0.035016,           0.0028186,             0.98551,             0.72288,             0.73167,             0.55486,            0.049398,            0.023516,           0.0031073,           0.0088442,           0.0088442,           0.0088442
                  72,            0.058134,            0.030629,           0.0025554,             0.98906,             0.71971,              0.7295,             0.52009,            0.051094,            0.024222,            0.003109,           0.0088124,           0.0088124,           0.0088124
                  73,            0.059898,            0.031915,            0.002739,             0.98311,             0.72162,             0.72897,             0.55938,            0.048042,            0.023667,           0.0032086,           0.0087804,           0.0087804,           0.0087804
                  74,            0.058883,            0.031278,           0.0023649,             0.98529,              0.7184,             0.72934,             0.53409,            0.049751,            0.023977,           0.0036002,           0.0087479,           0.0087479,           0.0087479
                  75,            0.060774,            0.035983,           0.0026453,             0.98422,             0.71662,             0.72646,             0.54702,            0.048805,            0.023909,           0.0029785,           0.0087151,           0.0087151,           0.0087151
                  76,            0.059783,            0.033665,           0.0024069,             0.98368,             0.72023,             0.72847,             0.55017,            0.049024,            0.023963,           0.0029598,            0.008682,            0.008682,            0.008682
                  77,            0.060771,            0.032767,           0.0024223,             0.97938,             0.72045,             0.72594,             0.54731,            0.049675,            0.024222,           0.0030743,           0.0086485,           0.0086485,           0.0086485
                  78,            0.058422,            0.032258,           0.0024202,             0.97961,             0.71695,              0.7202,             0.53901,            0.048513,            0.024156,           0.0031231,           0.0086146,           0.0086146,           0.0086146
                  79,            0.057921,             0.03346,           0.0025235,             0.98514,             0.72034,             0.72979,             0.55441,            0.048453,            0.023638,           0.0029609,           0.0085805,           0.0085805,           0.0085805
                  80,              0.0587,            0.029569,           0.0022263,              0.9812,             0.72373,             0.72821,             0.55085,            0.048451,            0.023827,           0.0031096,           0.0085459,           0.0085459,           0.0085459
                  81,             0.05911,            0.033016,           0.0025971,             0.98044,             0.71738,             0.72008,             0.55146,            0.048296,            0.024333,           0.0032971,           0.0085111,           0.0085111,           0.0085111
                  82,            0.058507,            0.035591,           0.0024468,             0.98174,              0.7217,             0.72918,             0.53068,            0.050366,            0.024437,            0.003142,           0.0084759,           0.0084759,           0.0084759
                  83,             0.05966,            0.035251,           0.0024588,             0.98502,             0.72336,             0.73024,              0.5524,            0.047766,            0.023902,           0.0030023,           0.0084404,           0.0084404,           0.0084404
                  84,            0.057045,            0.031654,           0.0022586,             0.98714,             0.71868,             0.73155,             0.54532,            0.049644,            0.023931,           0.0029029,           0.0084046,           0.0084046,           0.0084046
                  85,            0.059362,            0.034218,           0.0024074,             0.98048,             0.72211,             0.72944,             0.54348,            0.048645,            0.024401,           0.0032125,           0.0083684,           0.0083684,           0.0083684
                  86,            0.057493,            0.030229,           0.0024329,             0.98127,             0.72512,             0.72853,             0.55537,             0.04786,            0.023677,           0.0030568,           0.0083319,           0.0083319,           0.0083319
                  87,            0.058643,            0.032035,           0.0024604,             0.98274,             0.72062,             0.72941,             0.56294,            0.047239,            0.023898,           0.0031069,           0.0082952,           0.0082952,           0.0082952
                  88,            0.059488,             0.03429,           0.0025817,             0.98767,             0.72332,             0.73224,             0.55227,            0.048872,            0.023775,           0.0028079,           0.0082581,           0.0082581,           0.0082581
                  89,             0.05846,            0.031005,           0.0025249,              0.9811,             0.72291,             0.72584,             0.55152,            0.048863,            0.024087,           0.0030509,           0.0082207,           0.0082207,           0.0082207
                  90,            0.057949,            0.032244,           0.0026145,             0.98807,             0.72333,             0.73052,             0.55882,            0.047732,            0.023851,           0.0028688,            0.008183,            0.008183,            0.008183
                  91,            0.057028,            0.032362,           0.0024953,             0.98671,             0.72333,             0.73094,             0.54552,            0.048675,            0.023873,           0.0032261,            0.008145,            0.008145,            0.008145
                  92,            0.058076,            0.034818,           0.0023011,             0.98698,             0.72485,             0.73273,             0.55433,            0.047498,            0.023741,           0.0031009,           0.0081068,           0.0081068,           0.0081068
                  93,            0.056379,            0.031891,           0.0024392,             0.98747,             0.72415,             0.73204,              0.5648,            0.047594,            0.023599,           0.0030883,           0.0080682,           0.0080682,           0.0080682
                  94,            0.055742,            0.027722,           0.0023589,             0.98717,             0.72269,             0.73284,             0.55918,            0.047246,            0.023983,           0.0029206,           0.0080294,           0.0080294,           0.0080294
                  95,            0.058717,            0.035934,           0.0026754,             0.98506,             0.72652,              0.7343,             0.56079,            0.047794,            0.023589,           0.0029103,           0.0079903,           0.0079903,           0.0079903
                  96,            0.057878,            0.032828,           0.0023637,             0.98578,             0.71924,             0.73064,             0.55954,            0.048956,            0.023856,           0.0029866,           0.0079509,           0.0079509,           0.0079509
                  97,            0.058118,            0.033938,           0.0026113,             0.98476,             0.72461,             0.73116,             0.55853,            0.047573,            0.023475,           0.0031241,           0.0079112,           0.0079112,           0.0079112
                  98,            0.055884,            0.030162,           0.0022761,             0.98938,             0.71868,             0.72966,             0.56432,            0.047477,            0.023852,           0.0028799,           0.0078713,           0.0078713,           0.0078713
                  99,            0.056898,            0.030616,           0.0024394,             0.98884,             0.72654,             0.73292,             0.56419,            0.047285,            0.023635,           0.0029156,           0.0078311,           0.0078311,           0.0078311
                 100,            0.057996,            0.034317,           0.0023973,             0.98487,             0.72463,             0.73063,             0.56116,            0.048143,            0.023625,           0.0028238,           0.0077907,           0.0077907,           0.0077907
                 101,            0.057909,            0.031041,           0.0024755,             0.98603,             0.72277,             0.73183,             0.56492,             0.04719,            0.023723,           0.0029012,             0.00775,             0.00775,             0.00775
                 102,            0.055716,             0.02969,           0.0024671,              0.9857,             0.72111,             0.72889,             0.56131,            0.047251,            0.023755,           0.0028094,           0.0077091,           0.0077091,           0.0077091
                 103,            0.056799,            0.032332,           0.0023826,             0.98713,             0.72186,             0.72975,             0.56314,            0.046866,            0.023957,           0.0028627,           0.0076679,           0.0076679,           0.0076679
                 104,            0.054455,            0.029461,           0.0025822,             0.98195,             0.72865,             0.73207,             0.56375,            0.047349,            0.023873,           0.0028978,           0.0076265,           0.0076265,           0.0076265
                 105,            0.054472,             0.02801,           0.0022892,             0.98656,             0.72311,             0.73191,             0.56047,            0.046996,            0.023553,            0.002842,           0.0075848,           0.0075848,           0.0075848
                 106,            0.055601,            0.031783,           0.0020919,             0.98737,             0.72406,             0.73323,             0.56469,            0.046899,             0.02364,           0.0028346,            0.007543,            0.007543,            0.007543
                 107,            0.054185,            0.028849,            0.002123,             0.98649,             0.72522,             0.73288,             0.56615,            0.046833,             0.02386,           0.0028087,           0.0075009,           0.0075009,           0.0075009
                 108,             0.05516,             0.03155,           0.0020907,             0.98524,              0.7238,              0.7338,             0.56224,            0.047779,            0.023796,           0.0029414,           0.0074585,           0.0074585,           0.0074585
                 109,            0.055317,            0.028571,           0.0022662,             0.98706,              0.7265,             0.73269,             0.57116,            0.047335,            0.023462,           0.0029035,            0.007416,            0.007416,            0.007416
                 110,            0.058616,            0.034351,            0.002363,             0.98609,             0.72283,             0.73112,             0.56237,            0.047257,            0.023539,            0.002897,           0.0073733,           0.0073733,           0.0073733
                 111,            0.056573,            0.033886,           0.0023165,             0.98839,             0.72034,             0.73325,             0.56217,            0.046931,            0.023183,           0.0028465,           0.0073303,           0.0073303,           0.0073303
                 112,            0.056765,            0.033264,           0.0024377,             0.98547,             0.72629,               0.733,             0.56789,               0.046,            0.023753,           0.0027616,           0.0072872,           0.0072872,           0.0072872
                 113,            0.056771,            0.032177,           0.0022532,             0.98429,             0.72772,             0.73312,             0.56814,            0.046657,            0.023492,           0.0028534,           0.0072438,           0.0072438,           0.0072438
                 114,            0.054463,            0.030268,           0.0022723,             0.98471,             0.72338,             0.73185,             0.55076,            0.047106,            0.023811,           0.0028006,           0.0072003,           0.0072003,           0.0072003
                 115,            0.057063,             0.03559,           0.0022934,             0.98182,             0.72889,             0.73457,             0.56507,            0.046734,            0.023698,           0.0027703,           0.0071566,           0.0071566,           0.0071566
                 116,            0.056077,            0.033262,           0.0020977,             0.98663,             0.72508,             0.73252,             0.56106,            0.047258,            0.023759,           0.0026795,           0.0071127,           0.0071127,           0.0071127
                 117,            0.053307,            0.027766,           0.0021474,              0.9824,             0.72083,             0.72543,             0.55906,            0.047719,            0.024278,           0.0027684,           0.0070686,           0.0070686,           0.0070686
                 118,            0.058362,            0.036116,           0.0025223,             0.98777,             0.72021,             0.73127,             0.56914,             0.04691,            0.023635,           0.0029159,           0.0070243,           0.0070243,           0.0070243
                 119,            0.055665,            0.032613,           0.0022495,             0.98581,             0.72724,             0.73443,             0.56794,            0.046085,            0.023432,           0.0026751,           0.0069799,           0.0069799,           0.0069799
                 120,            0.055745,            0.033561,           0.0023631,             0.98957,             0.72128,              0.7335,             0.56483,            0.046295,            0.023576,           0.0026495,           0.0069353,           0.0069353,           0.0069353
                 121,            0.055073,            0.032117,           0.0021998,             0.98332,             0.72379,             0.73054,             0.56686,            0.045614,            0.023604,            0.002685,           0.0068906,           0.0068906,           0.0068906
                 122,             0.05548,            0.032983,           0.0020015,             0.98349,             0.72708,             0.73473,             0.56824,            0.046213,             0.02374,           0.0028011,           0.0068457,           0.0068457,           0.0068457
                 123,            0.053929,            0.033559,           0.0021469,             0.98202,             0.72681,             0.73372,             0.57271,            0.045754,            0.023459,            0.002625,           0.0068006,           0.0068006,           0.0068006
                 124,            0.052784,            0.028083,           0.0022218,             0.98111,             0.72542,             0.73476,             0.57051,             0.04624,            0.023603,           0.0026895,           0.0067555,           0.0067555,           0.0067555
                 125,            0.055606,            0.032576,            0.002379,             0.98771,              0.7238,             0.73393,             0.56669,               0.046,            0.024026,           0.0028288,           0.0067101,           0.0067101,           0.0067101
                 126,            0.057028,            0.035189,           0.0022162,             0.98633,             0.72559,             0.73401,             0.56505,              0.0461,            0.023862,           0.0027315,           0.0066647,           0.0066647,           0.0066647
                 127,            0.057528,            0.033751,           0.0024243,             0.98672,              0.7267,              0.7335,             0.57061,            0.045475,              0.0235,           0.0025782,           0.0066191,           0.0066191,           0.0066191
                 128,            0.057008,            0.034601,            0.002339,             0.98669,             0.73204,             0.73704,             0.57343,            0.046102,            0.023515,           0.0026187,           0.0065734,           0.0065734,           0.0065734
                 129,            0.055639,            0.032484,           0.0023722,             0.98677,             0.72596,             0.73451,             0.57455,            0.046156,            0.023267,           0.0026078,           0.0065276,           0.0065276,           0.0065276
                 130,            0.053873,            0.029806,           0.0021121,             0.98692,             0.72914,             0.73337,             0.56859,            0.046491,            0.023382,            0.002546,           0.0064816,           0.0064816,           0.0064816
                 131,            0.052886,            0.030341,           0.0022055,             0.98983,             0.72333,              0.7353,             0.57573,            0.045608,             0.02347,           0.0026833,           0.0064356,           0.0064356,           0.0064356
                 132,            0.056451,            0.033959,           0.0021354,             0.98859,             0.72767,             0.73648,             0.57613,            0.045372,            0.023196,           0.0025918,           0.0063895,           0.0063895,           0.0063895
                 133,            0.054592,             0.02983,           0.0023986,             0.98818,             0.72544,             0.73622,             0.57254,            0.046359,            0.023175,           0.0026703,           0.0063432,           0.0063432,           0.0063432
                 134,            0.054965,            0.028923,           0.0025952,             0.98621,             0.72739,             0.73345,             0.56617,            0.048037,            0.023379,           0.0026856,           0.0062969,           0.0062969,           0.0062969
                 135,            0.057291,            0.033135,           0.0023769,             0.98492,             0.72582,             0.73334,             0.57105,            0.046334,            0.023359,           0.0026449,           0.0062505,           0.0062505,           0.0062505
                 136,            0.055216,            0.032599,           0.0022207,             0.98813,             0.72832,              0.7361,             0.57559,             0.04625,            0.023573,           0.0026559,            0.006204,            0.006204,            0.006204
                 137,            0.054127,              0.0303,           0.0024195,             0.98516,              0.7249,             0.73269,              0.5769,            0.045462,            0.023525,           0.0026118,           0.0061574,           0.0061574,           0.0061574
                 138,            0.053296,            0.030266,           0.0021875,             0.98754,             0.72341,             0.73285,             0.57087,            0.046175,            0.023448,           0.0026491,           0.0061107,           0.0061107,           0.0061107
                 139,            0.055834,            0.033336,           0.0022848,             0.98627,             0.72557,              0.7349,              0.5725,            0.046163,            0.023018,           0.0027102,            0.006064,            0.006064,            0.006064
                 140,            0.054522,            0.032467,           0.0020257,               0.987,             0.72198,             0.73424,             0.57215,            0.046288,            0.023444,           0.0027627,           0.0060172,           0.0060172,           0.0060172
                 141,            0.057264,            0.034221,            0.002449,             0.98552,             0.72741,             0.73489,              0.5701,            0.046217,            0.023556,           0.0026386,           0.0059704,           0.0059704,           0.0059704
                 142,              0.0539,            0.030829,           0.0022629,             0.98385,             0.72632,             0.73337,             0.57321,            0.046749,            0.023494,            0.002548,           0.0059235,           0.0059235,           0.0059235
                 143,            0.057347,            0.035892,           0.0024156,             0.98958,             0.72362,             0.73439,             0.56568,            0.046028,            0.024032,           0.0026502,           0.0058766,           0.0058766,           0.0058766
                 144,            0.052384,              0.0288,           0.0021662,             0.98584,             0.72703,              0.7334,             0.57286,             0.04628,             0.02335,           0.0026836,           0.0058296,           0.0058296,           0.0058296
                 145,            0.054506,            0.030958,           0.0022641,             0.98548,             0.73029,             0.73492,             0.57647,            0.045256,             0.02317,           0.0025547,           0.0057826,           0.0057826,           0.0057826
                 146,            0.056818,            0.036674,           0.0025223,             0.98876,             0.72411,             0.73551,             0.57328,            0.045031,            0.023259,           0.0026261,           0.0057355,           0.0057355,           0.0057355
                 147,            0.052805,             0.03021,           0.0021785,             0.98939,              0.7254,             0.73616,             0.57037,            0.045718,            0.023974,           0.0026365,           0.0056884,           0.0056884,           0.0056884
                 148,            0.053297,             0.03253,           0.0022599,             0.98649,             0.72682,             0.73508,             0.57598,            0.045902,            0.023422,           0.0026493,           0.0056413,           0.0056413,           0.0056413
                 149,            0.051783,            0.028517,           0.0020464,             0.98964,              0.7268,             0.73596,             0.57577,             0.04603,            0.023809,           0.0026227,           0.0055942,           0.0055942,           0.0055942
                 150,            0.051309,            0.025419,           0.0020121,              0.9867,             0.72722,             0.73445,             0.57505,            0.046013,            0.023892,           0.0026765,           0.0055471,           0.0055471,           0.0055471
                 151,             0.05302,            0.031387,           0.0023814,             0.98826,             0.72502,             0.73434,             0.57058,            0.045142,            0.023603,           0.0025743,              0.0055,              0.0055,              0.0055
                 152,            0.052697,             0.03233,           0.0021315,             0.99203,             0.72558,             0.73603,             0.57675,            0.045294,            0.023688,           0.0027657,           0.0054529,           0.0054529,           0.0054529
                 153,            0.054625,            0.031797,            0.002102,             0.98837,             0.72438,             0.73508,             0.57559,            0.045574,            0.023426,           0.0025603,           0.0054058,           0.0054058,           0.0054058
                 154,             0.05223,            0.029676,           0.0020807,             0.98873,             0.73096,             0.73806,             0.57941,            0.044857,            0.023567,           0.0025791,           0.0053587,           0.0053587,           0.0053587
                 155,            0.052614,            0.028097,            0.002108,             0.98807,             0.72801,             0.73678,             0.57543,            0.045429,            0.023714,           0.0026514,           0.0053116,           0.0053116,           0.0053116
                 156,            0.051553,            0.029473,           0.0020092,             0.98847,             0.72746,             0.73623,             0.57677,             0.04518,            0.023767,           0.0025621,           0.0052645,           0.0052645,           0.0052645
                 157,            0.053206,            0.031715,           0.0021543,             0.98828,              0.7267,             0.73692,             0.57844,            0.045047,            0.023525,           0.0026059,           0.0052174,           0.0052174,           0.0052174
                 158,            0.051742,            0.029504,           0.0018819,             0.98874,             0.72931,             0.73569,             0.57215,            0.045403,            0.023271,           0.0024796,           0.0051704,           0.0051704,           0.0051704
