               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.081373,             0.27344,            0.024287,              0.1751,             0.26571,             0.14534,            0.038675,            0.072944,             0.33287,            0.021726,           0.0021023,           0.0021023,            0.079102
                  21,            0.085717,              0.3334,            0.024491,             0.21415,             0.25504,             0.16409,            0.046016,            0.077128,             0.32989,            0.021706,           0.0021824,           0.0021824,            0.078082
                  22,            0.082102,             0.29746,            0.024328,             0.17361,             0.34016,             0.16584,            0.047024,             0.07065,             0.33547,            0.021716,           0.0022598,           0.0022598,             0.07706
                  23,            0.082252,             0.32639,            0.024501,             0.15487,             0.36054,             0.16752,            0.048328,            0.073415,             0.33982,            0.021753,           0.0023343,           0.0023343,            0.076034
                  24,            0.078218,             0.31678,            0.024527,             0.18519,              0.3715,             0.20704,            0.063956,            0.068145,             0.31241,            0.021794,           0.0024058,           0.0024058,            0.075006
                  25,            0.083278,             0.37034,            0.024231,             0.23184,             0.35639,             0.23665,            0.076162,             0.06712,             0.33018,            0.021673,           0.0024744,           0.0024744,            0.073974
                  26,            0.076161,             0.32004,            0.024174,             0.18365,             0.37683,             0.21864,            0.068434,            0.067213,             0.32229,             0.02148,           0.0025398,           0.0025398,             0.07294
                  27,            0.079325,             0.32131,            0.024054,             0.21349,             0.47843,             0.21048,            0.055565,            0.071238,               0.307,             0.02178,           0.0026021,           0.0026021,            0.071902
                  28,            0.083522,             0.40434,             0.02453,              0.2407,             0.44345,             0.24404,            0.075259,            0.066471,             0.31434,            0.021853,           0.0026612,           0.0026612,            0.070861
                  29,            0.074218,             0.25748,            0.024076,             0.20663,             0.35707,             0.23112,            0.077132,            0.067996,             0.30784,            0.021589,           0.0027169,           0.0027169,            0.069817
                  30,            0.077807,             0.33645,            0.024154,             0.21163,             0.26767,             0.24112,            0.082651,            0.063775,             0.32592,            0.021446,           0.0027693,           0.0027693,            0.068769
                  31,            0.078959,              0.3698,            0.024838,             0.19681,             0.49889,             0.27337,            0.092935,            0.064839,              0.3223,             0.02176,           0.0028183,           0.0028183,            0.067718
                  32,            0.074262,             0.32992,            0.024316,              0.1986,             0.46606,             0.26711,            0.092566,            0.062644,             0.32278,            0.021852,           0.0028639,           0.0028639,            0.066664
                  33,            0.075785,             0.33496,            0.024227,             0.19971,             0.48128,             0.27513,            0.096369,            0.063957,             0.31419,            0.021705,           0.0029059,           0.0029059,            0.065606
                  34,            0.072074,             0.31092,            0.024334,             0.22131,             0.42548,             0.28401,             0.10641,            0.062073,             0.31245,            0.021566,           0.0029445,           0.0029445,            0.064544
                  35,            0.074056,             0.33225,            0.024598,             0.23047,             0.47264,             0.28341,             0.10327,            0.063419,             0.30581,            0.021629,           0.0029795,           0.0029795,            0.063479
                  36,             0.07257,             0.35516,            0.024091,             0.22192,             0.43517,             0.27735,            0.093858,            0.062295,             0.34836,            0.021586,           0.0030109,           0.0030109,            0.062411
                  37,            0.070801,             0.31118,            0.024107,             0.26777,             0.43481,             0.29461,             0.11217,            0.061155,             0.30803,            0.021612,           0.0030387,           0.0030387,            0.061339
                  38,            0.075116,             0.36923,            0.024212,              0.2183,             0.43415,             0.29313,             0.10878,            0.061857,             0.33194,            0.021654,            0.003063,            0.003063,            0.060263
                  39,            0.070363,             0.33271,            0.024486,             0.25114,             0.48082,             0.29424,             0.10497,            0.063563,             0.31602,            0.021461,           0.0030837,           0.0030837,            0.059184
                  40,            0.070303,             0.29946,            0.024202,             0.25362,               0.493,             0.31579,             0.12488,            0.059152,              0.3129,            0.021655,           0.0031008,           0.0031008,            0.058101
                  41,            0.066911,             0.26906,            0.024134,             0.25811,             0.49521,             0.30032,             0.11706,             0.06066,             0.29976,            0.021448,           0.0031143,           0.0031143,            0.057014
                  42,            0.068614,              0.3065,            0.024084,             0.31793,             0.48234,             0.32974,             0.13221,            0.057658,             0.29915,             0.02131,           0.0031242,           0.0031242,            0.055924
                  43,            0.075043,              0.3919,            0.024677,             0.20132,             0.48881,             0.27232,             0.10244,            0.060683,             0.32102,            0.021414,           0.0031306,           0.0031306,            0.054831
                  44,            0.068846,             0.29952,            0.024048,             0.24731,             0.51822,             0.31607,             0.12768,            0.057822,             0.31106,            0.021595,           0.0031335,           0.0031335,            0.053734
                  45,             0.06917,             0.32057,            0.023902,             0.25282,             0.41694,             0.30976,              0.1242,            0.059167,             0.31533,            0.021502,            0.003133,            0.003133,            0.052633
                  46,            0.072843,             0.31694,            0.023968,             0.75411,             0.27275,             0.27841,             0.10163,            0.065036,             0.32674,            0.021568,            0.003129,            0.003129,            0.051529
                  47,            0.074274,             0.28786,            0.023984,             0.27775,             0.44596,             0.31771,             0.12992,            0.062597,             0.29878,            0.021472,           0.0031217,           0.0031217,            0.050422
                  48,            0.075432,             0.37982,            0.024448,             0.75877,             0.29349,             0.30094,             0.11835,            0.062036,             0.41525,            0.021357,            0.003111,            0.003111,            0.049311
                  49,            0.070966,             0.32736,            0.024583,             0.32941,             0.43137,             0.31973,             0.12498,            0.060448,              0.2985,            0.021858,           0.0030971,           0.0030971,            0.048197
                  50,            0.071272,             0.35441,             0.02425,             0.31325,               0.475,             0.34087,             0.13417,            0.058156,             0.30809,            0.021844,             0.00308,             0.00308,             0.04708
                  51,            0.069793,             0.32283,            0.023898,             0.24069,             0.46149,             0.29942,             0.11354,            0.060537,             0.31677,            0.021623,           0.0030598,           0.0030598,             0.04596
                  52,            0.067142,             0.28757,              0.0238,             0.26634,             0.50128,             0.32051,             0.12916,            0.063727,             0.30321,            0.021358,           0.0030366,           0.0030366,            0.044837
                  53,             0.06861,             0.32114,            0.023914,             0.27833,             0.44127,             0.30768,             0.12623,            0.059869,             0.29578,            0.021249,           0.0030104,           0.0030104,             0.04371
                  54,            0.070717,             0.34866,            0.023933,             0.23848,             0.49975,             0.25993,            0.088937,            0.062692,             0.30009,            0.021357,           0.0029813,           0.0029813,            0.042581
                  55,            0.068629,               0.293,            0.023526,             0.25067,             0.47607,             0.31754,             0.13123,            0.058184,             0.30917,            0.021295,           0.0029496,           0.0029496,             0.04145
                  56,             0.06798,             0.36897,            0.024051,             0.31016,             0.53844,             0.34987,             0.15143,            0.056227,             0.29849,            0.021319,           0.0029151,           0.0029151,            0.040315
                  57,            0.069281,              0.3661,            0.024297,             0.26736,             0.53932,             0.33185,             0.14526,            0.058634,             0.29676,            0.021415,           0.0028782,           0.0028782,            0.039178
                  58,            0.070449,              0.3779,            0.024018,              0.3026,             0.52032,             0.34368,             0.14793,            0.057785,             0.29779,            0.021519,           0.0028388,           0.0028388,            0.038039
                  59,            0.069506,             0.37065,            0.024342,             0.32922,             0.51303,             0.34675,             0.14988,            0.058028,             0.29886,            0.021711,           0.0027972,           0.0027972,            0.036897
                  60,            0.068541,             0.36195,            0.023747,             0.31431,              0.4468,             0.33909,              0.1433,            0.058095,             0.30239,            0.021654,           0.0027533,           0.0027533,            0.035753
                  61,            0.066093,             0.29701,            0.023743,             0.31017,             0.51307,             0.35373,             0.15375,            0.057113,             0.30018,            0.021593,           0.0027074,           0.0027074,            0.034607
                  62,            0.065625,             0.34225,            0.024172,             0.31091,             0.50116,             0.34798,             0.15326,            0.055716,             0.29763,            0.021457,           0.0026597,           0.0026597,             0.03346
                  63,            0.067067,             0.36621,            0.024241,             0.32128,             0.47445,             0.34982,             0.15559,            0.056674,             0.29922,            0.021532,           0.0026101,           0.0026101,             0.03231
                  64,             0.06322,             0.29768,            0.024171,             0.32277,             0.52429,             0.35107,             0.15207,            0.057294,             0.29593,             0.02162,            0.002559,            0.002559,            0.031159
                  65,            0.062764,             0.29319,            0.023906,             0.30744,             0.51945,             0.36232,             0.16036,            0.054392,             0.30642,            0.021404,           0.0025064,           0.0025064,            0.030006
                  66,            0.064743,             0.33589,            0.024158,             0.33336,             0.47587,             0.36306,             0.16243,             0.05532,             0.30789,            0.021362,           0.0024524,           0.0024524,            0.028852
                  67,            0.064921,             0.32036,            0.023923,             0.31612,             0.53453,             0.36456,             0.16278,             0.05553,             0.29889,            0.021505,           0.0023974,           0.0023974,            0.027697
                  68,            0.061576,             0.30901,            0.024188,             0.35548,             0.48102,              0.3684,             0.16514,            0.054973,             0.30013,            0.021503,           0.0023413,           0.0023413,            0.026541
                  69,            0.061081,             0.29415,            0.023792,             0.32973,             0.50868,             0.35909,             0.15551,            0.055595,             0.30054,            0.021516,           0.0022844,           0.0022844,            0.025384
                  70,            0.061888,             0.32878,            0.023917,             0.30267,             0.55195,             0.36652,             0.16295,            0.053966,             0.30861,            0.021409,           0.0022269,           0.0022269,            0.024227
                  71,            0.063585,               0.345,            0.023998,             0.33521,             0.50144,             0.37475,             0.16965,            0.053869,             0.30414,            0.021364,           0.0021689,           0.0021689,            0.023069
                  72,            0.062504,             0.34404,            0.023991,             0.36056,             0.50468,             0.37712,             0.17485,            0.054226,             0.29543,            0.021499,           0.0021105,           0.0021105,            0.021911
                  73,            0.063974,             0.34684,            0.023737,              0.3168,              0.5295,             0.36723,               0.166,            0.054819,             0.30143,             0.02143,           0.0020521,           0.0020521,            0.020752
                  74,            0.059061,             0.26001,            0.023468,              0.3745,             0.44982,             0.37602,              0.1701,             0.05375,             0.29653,            0.021304,           0.0019937,           0.0019937,            0.019594
                  75,            0.060739,             0.30673,            0.023866,             0.36759,             0.47703,             0.38434,             0.17649,            0.053353,             0.29633,            0.021244,           0.0019355,           0.0019355,            0.018436
                  76,            0.058758,             0.27656,            0.023811,             0.32496,                0.52,             0.37173,             0.16819,             0.05517,             0.29898,            0.021088,           0.0018778,           0.0018778,            0.017278
                  77,            0.060501,              0.2934,            0.024364,             0.31767,             0.55138,              0.3652,             0.16542,            0.054216,             0.29879,            0.021145,           0.0018207,           0.0018207,            0.016121
                  78,            0.064692,             0.33816,            0.024101,             0.32711,             0.53601,             0.37118,             0.16687,            0.053838,             0.29981,            0.021172,           0.0017644,           0.0017644,            0.014964
                  79,            0.064856,             0.34958,            0.024215,             0.34041,             0.54421,             0.37044,              0.1715,            0.053087,             0.29551,            0.021308,            0.001709,            0.001709,            0.013809
                  80,            0.059605,             0.31031,            0.023734,             0.34987,             0.51051,             0.37636,             0.17141,            0.054003,             0.29969,            0.021244,           0.0016549,           0.0016549,            0.012655
                  81,            0.060794,             0.30786,            0.024138,             0.32097,             0.53797,             0.37387,             0.16991,            0.053414,             0.30483,            0.021268,           0.0016021,           0.0016021,            0.011502
                  82,            0.058352,             0.29465,            0.023949,             0.34946,             0.52954,             0.38134,              0.1783,            0.053239,             0.29943,            0.021259,           0.0015509,           0.0015509,            0.010351
                  83,            0.062417,             0.35116,            0.023896,              0.3595,             0.49404,             0.37737,             0.17401,            0.053368,              0.2969,            0.021329,           0.0015014,           0.0015014,           0.0092014
                  84,            0.060144,             0.29714,            0.023665,              0.3756,             0.47869,             0.38153,             0.17412,            0.054188,              0.2964,            0.021326,           0.0014539,           0.0014539,           0.0080539
                  85,            0.055705,              0.2483,            0.023636,             0.37549,             0.47044,             0.37782,             0.17544,            0.053283,             0.30038,            0.021257,           0.0014085,           0.0014085,           0.0069085
                  86,            0.064603,             0.38872,            0.024565,             0.34355,             0.57349,             0.37757,             0.17279,            0.054246,              0.2962,            0.021341,           0.0013654,           0.0013654,           0.0057654
                  87,            0.060685,             0.28874,            0.023913,             0.30721,             0.52894,             0.37257,             0.16752,            0.053641,             0.32178,            0.021276,           0.0013249,           0.0013249,           0.0046249
                  88,            0.060076,             0.32773,            0.023853,             0.32252,             0.53312,             0.37603,             0.17268,            0.053003,             0.30917,            0.021291,           0.0012871,           0.0012871,           0.0034871
                  89,            0.060336,             0.34759,            0.024148,             0.37662,             0.48353,             0.38593,             0.18213,            0.052459,             0.29774,            0.021355,           0.0012521,           0.0012521,           0.0023521
                  90,            0.058821,             0.31163,             0.02377,              0.3385,             0.56252,             0.38497,              0.1809,            0.052438,             0.30261,            0.021268,           0.0012202,           0.0012202,           0.0012202
                  91,            0.059464,             0.30356,             0.02374,             0.36722,             0.50245,              0.3807,             0.17863,             0.05254,             0.29628,            0.021264,           0.0012202,           0.0012202,           0.0012202
                  92,            0.058252,             0.31929,            0.023793,             0.37776,             0.48912,             0.38578,              0.1796,            0.052905,             0.29898,            0.021192,           0.0011787,           0.0011787,           0.0011787
                  93,             0.05922,             0.32526,            0.024224,             0.39045,               0.474,             0.39071,             0.18644,             0.05243,             0.29631,            0.021222,           0.0011414,           0.0011414,           0.0011414
                  94,            0.056515,             0.26911,            0.023459,             0.36819,             0.50707,             0.38897,              0.1847,            0.052315,             0.29541,            0.021259,           0.0011084,           0.0011084,           0.0011084
                  95,             0.05946,             0.33932,            0.023883,             0.37325,             0.51016,             0.38673,             0.17921,            0.053163,             0.29583,            0.021218,           0.0010797,           0.0010797,           0.0010797
                  96,            0.060602,             0.32262,            0.023501,             0.37468,             0.49524,             0.39181,             0.18445,            0.052323,             0.29935,            0.021156,           0.0010554,           0.0010554,           0.0010554
                  97,            0.059256,             0.31587,            0.024046,             0.36481,              0.5185,             0.39275,             0.18368,            0.052467,             0.30048,             0.02112,           0.0010355,           0.0010355,           0.0010355
                  98,            0.059248,             0.30613,            0.023808,             0.37461,             0.49419,             0.38565,             0.18091,            0.052493,             0.29993,            0.021104,             0.00102,             0.00102,             0.00102
                  99,            0.057713,             0.30609,            0.023705,             0.36142,             0.51965,             0.39655,             0.18735,            0.052642,             0.30431,            0.020954,           0.0010089,           0.0010089,           0.0010089
