               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.064749,            0.033894,          0.00091125,             0.98198,             0.63064,             0.64081,             0.43203,            0.051335,            0.030654,           0.0011909,           0.0098586,           0.0098586,           0.0098586
                  26,            0.065889,            0.034687,          0.00092209,              0.9798,             0.63037,             0.64059,             0.42887,            0.051741,            0.030775,           0.0012479,           0.0098467,           0.0098467,           0.0098467
                  27,            0.064682,            0.035158,           0.0008279,                0.98,             0.63188,             0.64203,             0.43163,            0.051257,            0.030602,           0.0011386,           0.0098342,           0.0098342,           0.0098342
                  28,            0.065055,            0.035001,          0.00090238,             0.98149,              0.6328,             0.64434,             0.43655,            0.051094,            0.030234,           0.0011207,           0.0098213,           0.0098213,           0.0098213
                  29,            0.064444,            0.034649,          0.00087314,             0.98264,             0.63234,             0.64446,             0.43341,            0.050489,            0.030313,           0.0011307,           0.0098079,           0.0098079,           0.0098079
                  30,            0.064001,            0.034255,          0.00084376,              0.9828,             0.63388,             0.64476,             0.44209,            0.050649,            0.030305,           0.0011313,           0.0097941,           0.0097941,           0.0097941
                  31,            0.063203,             0.03352,          0.00089315,              0.9829,             0.63547,             0.64579,             0.44293,            0.050568,            0.030087,           0.0011071,           0.0097798,           0.0097798,           0.0097798
                  32,            0.064615,            0.033788,          0.00081144,             0.98216,              0.6321,             0.64441,              0.4423,            0.050217,            0.030221,           0.0011999,            0.009765,            0.009765,            0.009765
                  33,            0.063852,            0.035564,          0.00089735,             0.98285,             0.63655,             0.64519,              0.4384,            0.050081,            0.030081,           0.0010697,           0.0097497,           0.0097497,           0.0097497
                  34,            0.063699,            0.034276,           0.0008004,             0.98484,             0.63409,             0.64639,             0.44281,            0.050042,            0.030342,           0.0011089,            0.009734,            0.009734,            0.009734
                  35,             0.06268,             0.03379,          0.00082615,             0.98403,             0.63337,             0.64658,             0.44587,            0.050216,            0.030257,           0.0011033,           0.0097178,           0.0097178,           0.0097178
                  36,            0.063644,            0.035087,          0.00084568,             0.98386,             0.63522,             0.64859,             0.44429,            0.049948,            0.030168,           0.0010938,           0.0097011,           0.0097011,           0.0097011
                  37,             0.06324,            0.034597,          0.00087343,             0.98389,             0.63578,             0.64462,             0.43751,             0.05017,            0.030064,           0.0011587,            0.009684,            0.009684,            0.009684
                  38,            0.062284,            0.032161,          0.00081953,              0.9824,             0.63476,             0.64606,              0.4493,            0.049917,            0.030018,           0.0010224,           0.0096664,           0.0096664,           0.0096664
                  39,            0.061021,            0.032601,          0.00082408,             0.98341,             0.63868,             0.64731,             0.44533,            0.049556,            0.030095,           0.0010704,           0.0096484,           0.0096484,           0.0096484
                  40,            0.062288,            0.032938,          0.00077707,             0.98459,             0.63608,              0.6478,             0.45058,            0.049562,            0.030012,           0.0010337,           0.0096299,           0.0096299,           0.0096299
                  41,            0.062107,            0.033195,          0.00083757,             0.98251,             0.63766,             0.64846,             0.45309,            0.049459,            0.030046,            0.001016,            0.009611,            0.009611,            0.009611
                  42,            0.062447,            0.033406,          0.00085961,             0.98417,             0.63782,             0.64766,              0.4473,            0.049927,            0.029904,           0.0011485,           0.0095916,           0.0095916,           0.0095916
                  43,            0.062794,            0.034314,           0.0007803,             0.98724,             0.63683,             0.65018,             0.45144,            0.049357,            0.029782,           0.0010321,           0.0095717,           0.0095717,           0.0095717
                  44,            0.062929,            0.034866,          0.00081764,             0.98396,             0.63846,             0.64857,             0.45061,            0.049662,            0.029933,           0.0010723,           0.0095514,           0.0095514,           0.0095514
                  45,            0.061911,            0.033399,          0.00077388,             0.98511,             0.63591,             0.64923,             0.45432,            0.049215,            0.030111,           0.0010505,           0.0095307,           0.0095307,           0.0095307
                  46,            0.062507,            0.034607,          0.00082758,             0.98467,              0.6376,              0.6491,             0.45297,            0.049389,            0.029923,           0.0010264,           0.0095095,           0.0095095,           0.0095095
                  47,            0.062113,            0.034411,          0.00083312,              0.9829,             0.64008,             0.65203,              0.4522,            0.049298,            0.030019,           0.0010741,           0.0094879,           0.0094879,           0.0094879
                  48,            0.062845,            0.035158,          0.00086889,               0.985,             0.63751,             0.65074,             0.45377,            0.049331,            0.030079,           0.0011187,           0.0094659,           0.0094659,           0.0094659
                  49,            0.063222,            0.034992,          0.00081094,             0.66756,             0.65918,             0.65233,             0.45247,             0.04908,            0.029959,           0.0010332,           0.0094434,           0.0094434,           0.0094434
                  50,            0.060521,            0.033344,          0.00080685,             0.98484,             0.63808,             0.65075,             0.45614,            0.048984,             0.02967,           0.0011054,           0.0094205,           0.0094205,           0.0094205
                  51,            0.061902,            0.034147,          0.00079975,             0.98348,             0.63934,             0.65208,             0.44814,             0.04918,            0.029951,           0.0010389,           0.0093971,           0.0093971,           0.0093971
                  52,            0.061502,            0.033876,          0.00078813,             0.98396,             0.63848,             0.65054,             0.45489,            0.049146,            0.029912,           0.0010208,           0.0093733,           0.0093733,           0.0093733
                  53,            0.061804,            0.034342,          0.00079707,             0.98583,             0.63959,             0.65137,             0.45634,            0.048885,            0.029853,           0.0010047,           0.0093491,           0.0093491,           0.0093491
                  54,            0.062565,            0.034224,          0.00086111,             0.98508,             0.63757,               0.652,             0.45293,            0.049027,             0.02993,           0.0010888,           0.0093245,           0.0093245,           0.0093245
                  55,            0.061923,            0.033961,          0.00080162,             0.72662,             0.65178,             0.65449,             0.45905,            0.048904,             0.02969,           0.0010272,           0.0092995,           0.0092995,           0.0092995
                  56,            0.063743,            0.035158,          0.00069651,              0.7515,              0.6465,             0.65257,             0.45716,             0.04876,            0.029573,          0.00099277,            0.009274,            0.009274,            0.009274
                  57,            0.062198,            0.034094,          0.00080057,             0.75091,             0.64779,             0.65448,             0.45565,            0.048879,            0.029836,           0.0010056,           0.0092481,           0.0092481,           0.0092481
                  58,            0.060502,            0.032793,          0.00080032,             0.74742,             0.64641,              0.6536,             0.46005,            0.048548,            0.029733,           0.0010362,           0.0092219,           0.0092219,           0.0092219
                  59,            0.062533,            0.036192,          0.00077126,             0.77558,             0.64716,             0.65429,             0.45573,            0.048597,            0.029824,            0.001008,           0.0091952,           0.0091952,           0.0091952
                  60,            0.062251,            0.034606,            0.000821,             0.75056,             0.64961,             0.65407,             0.45898,            0.048657,            0.029678,          0.00096911,           0.0091681,           0.0091681,           0.0091681
                  61,            0.061305,            0.034922,          0.00073558,             0.74986,             0.64964,             0.65459,             0.45985,            0.048708,            0.029672,          0.00099642,           0.0091406,           0.0091406,           0.0091406
                  62,            0.060546,             0.03337,          0.00076905,             0.73642,             0.64848,             0.65333,             0.45652,            0.048823,            0.029686,          0.00098342,           0.0091127,           0.0091127,           0.0091127
                  63,            0.060987,            0.033686,          0.00068765,             0.74408,             0.64861,             0.65268,             0.46123,            0.048371,            0.029668,          0.00093782,           0.0090844,           0.0090844,           0.0090844
                  64,             0.06192,            0.035309,          0.00076127,             0.72255,             0.64911,             0.65325,             0.45826,            0.048476,            0.029548,          0.00096572,           0.0090557,           0.0090557,           0.0090557
                  65,            0.060873,            0.033227,          0.00070444,             0.72702,             0.65017,             0.65503,             0.45846,            0.048465,            0.029479,          0.00099396,           0.0090266,           0.0090266,           0.0090266
                  66,            0.059825,            0.032849,           0.0007415,             0.74244,             0.65203,             0.65526,             0.45935,            0.048561,            0.029652,          0.00095777,           0.0089972,           0.0089972,           0.0089972
                  67,            0.060937,            0.034532,          0.00071635,             0.74167,             0.65059,             0.65696,             0.46162,            0.048347,            0.029635,          0.00095336,           0.0089673,           0.0089673,           0.0089673
                  68,             0.06064,            0.033661,          0.00069353,             0.72331,             0.65014,             0.65608,              0.4604,            0.048282,            0.029528,           0.0010113,           0.0089371,           0.0089371,           0.0089371
                  69,            0.060958,            0.032715,          0.00074353,             0.74422,             0.65306,             0.65698,             0.46251,            0.048168,            0.029357,          0.00095991,           0.0089065,           0.0089065,           0.0089065
                  70,            0.060345,            0.032675,          0.00071454,             0.75582,             0.65142,             0.65662,             0.46076,            0.048395,            0.029664,          0.00099654,           0.0088755,           0.0088755,           0.0088755
                  71,            0.060908,            0.034323,          0.00074654,             0.72875,             0.65042,             0.65365,             0.45476,            0.048299,            0.029492,           0.0009248,           0.0088442,           0.0088442,           0.0088442
                  72,             0.05998,            0.033872,           0.0007144,             0.74882,              0.6526,             0.65773,              0.4624,            0.048191,            0.029502,           0.0010027,           0.0088124,           0.0088124,           0.0088124
                  73,            0.060686,            0.033223,          0.00071549,             0.74234,             0.65009,             0.65404,             0.46241,            0.048317,            0.029485,          0.00094739,           0.0087804,           0.0087804,           0.0087804
                  74,             0.06012,            0.032651,           0.0006986,             0.71328,             0.65483,             0.65696,             0.46374,            0.048062,            0.029449,          0.00091927,           0.0087479,           0.0087479,           0.0087479
                  75,             0.05982,            0.033298,          0.00073174,             0.72757,             0.65109,             0.65475,             0.46174,            0.048108,             0.02951,          0.00095926,           0.0087151,           0.0087151,           0.0087151
                  76,            0.060103,            0.033216,           0.0006877,             0.76728,             0.65022,             0.65654,             0.46291,            0.048032,            0.029429,          0.00095453,            0.008682,            0.008682,            0.008682
                  77,            0.060552,            0.033956,          0.00064521,               0.731,              0.6518,             0.65632,             0.46451,             0.04793,             0.02927,          0.00096736,           0.0086485,           0.0086485,           0.0086485
                  78,            0.061167,            0.035334,            0.000735,             0.74351,             0.65303,             0.65776,             0.46488,             0.04788,            0.029337,          0.00093262,           0.0086146,           0.0086146,           0.0086146
                  79,             0.05883,            0.031444,          0.00070147,             0.82653,             0.64958,             0.65785,             0.46439,            0.047865,            0.029303,          0.00089997,           0.0085805,           0.0085805,           0.0085805
                  80,            0.060096,             0.03248,          0.00070144,              0.7615,               0.651,             0.65725,             0.46422,            0.047873,            0.029427,          0.00093677,           0.0085459,           0.0085459,           0.0085459
                  81,            0.060307,            0.033198,          0.00071857,              0.7126,             0.65341,             0.65631,             0.46537,            0.047701,            0.029383,          0.00091043,           0.0085111,           0.0085111,           0.0085111
                  82,            0.060406,            0.032007,          0.00066255,             0.71215,             0.65377,             0.65664,             0.46478,            0.047837,            0.029407,           0.0010313,           0.0084759,           0.0084759,           0.0084759
                  83,            0.061181,            0.034156,          0.00076596,             0.72858,             0.65557,             0.65887,             0.46564,            0.047731,             0.02919,          0.00094361,           0.0084404,           0.0084404,           0.0084404
                  84,            0.060034,            0.033637,          0.00068175,             0.73927,             0.65449,             0.65813,             0.46461,            0.047813,            0.029276,          0.00090675,           0.0084046,           0.0084046,           0.0084046
                  85,            0.060765,            0.035106,          0.00064576,             0.75361,             0.65417,             0.65865,             0.46547,            0.047647,            0.029216,          0.00084267,           0.0083684,           0.0083684,           0.0083684
                  86,            0.060892,            0.034278,          0.00070488,             0.82868,             0.65241,             0.65935,              0.4675,            0.047662,            0.029262,          0.00087844,           0.0083319,           0.0083319,           0.0083319
                  87,            0.059196,            0.033285,          0.00072422,             0.71583,             0.65476,             0.65746,              0.4658,            0.047531,            0.029243,          0.00094829,           0.0082952,           0.0082952,           0.0082952
                  88,            0.058453,            0.031799,          0.00063333,             0.73707,             0.65203,             0.65814,             0.46594,            0.047539,            0.029233,          0.00090267,           0.0082581,           0.0082581,           0.0082581
                  89,            0.061223,            0.034315,          0.00067965,             0.72703,             0.65609,             0.65949,             0.46786,            0.047512,             0.02915,          0.00087581,           0.0082207,           0.0082207,           0.0082207
                  90,            0.059391,            0.033236,          0.00068297,              0.7521,             0.65446,             0.65944,             0.46792,            0.047507,            0.029096,          0.00087922,            0.008183,            0.008183,            0.008183
                  91,            0.059145,            0.032487,          0.00069215,             0.72736,             0.65284,             0.65797,             0.46825,            0.047481,             0.02916,          0.00090002,            0.008145,            0.008145,            0.008145
                  92,            0.059987,            0.033579,          0.00074213,             0.73109,             0.65454,             0.65767,              0.4679,            0.047504,            0.029222,          0.00096671,           0.0081068,           0.0081068,           0.0081068
                  93,            0.058811,             0.03327,           0.0006773,             0.73378,             0.65656,             0.65742,             0.46775,            0.047414,            0.029086,           0.0009197,           0.0080682,           0.0080682,           0.0080682
                  94,            0.059943,            0.034293,          0.00064588,             0.77115,              0.6573,             0.66119,             0.46912,            0.047266,            0.029027,          0.00090816,           0.0080294,           0.0080294,           0.0080294
                  95,            0.059725,            0.034255,          0.00070044,             0.76012,             0.65604,             0.65939,             0.46994,            0.047184,            0.029161,          0.00085238,           0.0079903,           0.0079903,           0.0079903
                  96,             0.06009,            0.034819,          0.00063009,             0.74584,             0.65613,              0.6595,             0.47076,            0.047122,             0.02906,          0.00086983,           0.0079509,           0.0079509,           0.0079509
                  97,            0.060564,            0.034441,           0.0006264,             0.73893,             0.65732,             0.65904,             0.46992,            0.047157,            0.029002,          0.00086296,           0.0079112,           0.0079112,           0.0079112
                  98,            0.059751,            0.033189,           0.0006003,             0.75008,             0.65427,             0.65937,                0.47,            0.047249,            0.029167,          0.00085333,           0.0078713,           0.0078713,           0.0078713
                  99,            0.059937,            0.033742,          0.00065039,             0.72832,             0.65484,             0.65841,             0.46897,            0.047238,            0.029144,          0.00083628,           0.0078311,           0.0078311,           0.0078311
                 100,            0.059545,            0.033073,          0.00062006,             0.72604,             0.65653,             0.65918,             0.46931,            0.047302,            0.029083,          0.00083101,           0.0077907,           0.0077907,           0.0077907
                 101,            0.058689,            0.032084,          0.00060926,             0.75967,              0.6557,             0.66027,             0.47025,            0.047171,            0.029094,          0.00086181,             0.00775,             0.00775,             0.00775
                 102,            0.060556,            0.034673,          0.00061096,             0.73995,             0.65714,             0.66067,             0.47145,            0.047039,             0.02899,          0.00090399,           0.0077091,           0.0077091,           0.0077091
                 103,             0.05948,            0.033478,          0.00060667,             0.76163,             0.65815,              0.6607,             0.47093,            0.047039,             0.02896,          0.00087185,           0.0076679,           0.0076679,           0.0076679
                 104,            0.057795,            0.032699,          0.00064828,             0.76377,             0.65504,             0.65983,             0.47078,            0.047042,            0.029005,          0.00088713,           0.0076265,           0.0076265,           0.0076265
                 105,             0.05862,            0.032268,          0.00066406,             0.76635,             0.65595,             0.66058,             0.47138,            0.047059,            0.028949,          0.00087097,           0.0075848,           0.0075848,           0.0075848
                 106,            0.059019,            0.032882,          0.00063813,             0.77369,             0.65836,             0.66101,             0.47112,            0.047047,            0.028936,          0.00080536,            0.007543,            0.007543,            0.007543
                 107,            0.059754,            0.034058,          0.00059704,             0.74984,             0.65757,             0.66015,              0.4715,            0.046987,            0.028945,          0.00083567,           0.0075009,           0.0075009,           0.0075009
                 108,            0.057337,            0.031935,          0.00065852,             0.76155,             0.65503,             0.66009,             0.47131,            0.046979,            0.029038,          0.00087403,           0.0074585,           0.0074585,           0.0074585
                 109,              0.0589,            0.033122,          0.00058518,             0.74411,             0.65708,             0.66095,             0.47171,            0.046972,            0.029019,          0.00090523,            0.007416,            0.007416,            0.007416
                 110,             0.05748,            0.032236,          0.00064364,              0.7562,             0.65915,             0.66153,              0.4717,            0.047025,            0.028998,          0.00092131,           0.0073733,           0.0073733,           0.0073733
                 111,            0.058929,            0.033734,          0.00061008,              0.7453,             0.65719,             0.66006,             0.47209,            0.047011,            0.028993,          0.00099652,           0.0073303,           0.0073303,           0.0073303
                 112,            0.057378,            0.031566,           0.0006085,             0.74578,             0.65751,             0.66016,             0.47286,            0.046958,            0.029056,          0.00090139,           0.0072872,           0.0072872,           0.0072872
                 113,            0.057134,            0.031618,          0.00060629,             0.75471,             0.65898,             0.66059,             0.47281,            0.046922,            0.028967,          0.00091474,           0.0072438,           0.0072438,           0.0072438
                 114,             0.05736,            0.031407,          0.00064657,             0.75668,             0.65993,             0.66086,             0.47261,            0.046862,            0.028906,          0.00098798,           0.0072003,           0.0072003,           0.0072003
                 115,            0.059482,            0.033945,          0.00065774,             0.75869,             0.65897,             0.66105,             0.47233,             0.04685,            0.028864,           0.0009706,           0.0071566,           0.0071566,           0.0071566
                 116,            0.059221,            0.034133,          0.00062302,             0.76161,             0.65745,             0.66044,             0.47223,            0.046826,            0.028863,          0.00095406,           0.0071127,           0.0071127,           0.0071127
                 117,            0.058068,            0.032879,          0.00059542,             0.75968,             0.65826,             0.66152,             0.47411,            0.046788,             0.02893,          0.00090506,           0.0070686,           0.0070686,           0.0070686
                 118,            0.057567,            0.032051,          0.00057361,             0.74499,             0.65831,             0.66168,             0.47375,            0.046792,            0.028973,          0.00090429,           0.0070243,           0.0070243,           0.0070243
                 119,            0.056995,            0.031848,          0.00060121,             0.76401,             0.65759,             0.66167,             0.47395,            0.046745,            0.028965,          0.00089492,           0.0069799,           0.0069799,           0.0069799
                 120,            0.058587,            0.033107,          0.00053514,             0.77332,              0.6592,              0.6627,             0.47391,            0.046724,            0.028902,          0.00089852,           0.0069353,           0.0069353,           0.0069353
                 121,            0.058588,            0.033134,          0.00056735,             0.78134,             0.65737,             0.66265,             0.47452,            0.046729,            0.028827,           0.0008538,           0.0068906,           0.0068906,           0.0068906
                 122,            0.058176,            0.033557,          0.00058292,             0.76084,             0.66003,             0.66277,             0.47473,            0.046727,            0.028831,          0.00085428,           0.0068457,           0.0068457,           0.0068457
                 123,            0.059854,            0.033849,          0.00056843,             0.76428,             0.65825,              0.6632,             0.47486,            0.046682,             0.02879,          0.00088007,           0.0068006,           0.0068006,           0.0068006
                 124,            0.059085,            0.034258,          0.00056971,             0.76776,             0.65816,             0.66373,              0.4755,             0.04663,            0.028788,          0.00086777,           0.0067555,           0.0067555,           0.0067555
                 125,             0.05782,            0.032355,          0.00060162,             0.76414,             0.65989,             0.66335,             0.47551,            0.046614,            0.028809,          0.00085911,           0.0067101,           0.0067101,           0.0067101
                 126,            0.058122,            0.033437,          0.00056842,             0.78557,             0.65688,             0.66297,             0.47585,            0.046546,             0.02879,          0.00084861,           0.0066647,           0.0066647,           0.0066647
                 127,            0.058324,            0.033531,          0.00059419,             0.75531,             0.65797,             0.66237,             0.47631,            0.046498,            0.028725,          0.00082833,           0.0066191,           0.0066191,           0.0066191
                 128,            0.059205,            0.034337,           0.0005625,             0.75917,             0.65946,             0.66278,             0.47645,            0.046485,            0.028745,          0.00083484,           0.0065734,           0.0065734,           0.0065734
                 129,            0.059054,            0.033704,          0.00056227,             0.76432,             0.65937,             0.66423,              0.4763,            0.046481,            0.028779,          0.00082582,           0.0065276,           0.0065276,           0.0065276
                 130,            0.057138,            0.032453,          0.00057088,             0.76837,             0.65876,             0.66357,              0.4766,            0.046478,            0.028763,          0.00082685,           0.0064816,           0.0064816,           0.0064816
                 131,            0.056519,            0.030944,          0.00058026,             0.77573,             0.65958,             0.66464,             0.47639,            0.046448,            0.028812,          0.00084412,           0.0064356,           0.0064356,           0.0064356
                 132,            0.056704,            0.031234,          0.00053749,             0.78243,             0.65832,             0.66475,             0.47635,            0.046431,            0.028845,          0.00088769,           0.0063895,           0.0063895,           0.0063895
                 133,             0.05895,            0.033794,          0.00054011,             0.76834,             0.65817,             0.66438,              0.4762,            0.046427,            0.028827,          0.00089057,           0.0063432,           0.0063432,           0.0063432
                 134,            0.059318,            0.034091,          0.00057169,             0.77488,             0.65837,             0.66377,             0.47623,            0.046452,              0.0288,          0.00091312,           0.0062969,           0.0062969,           0.0062969
                 135,            0.058189,            0.033084,           0.0005762,             0.76922,             0.65764,             0.66338,             0.47662,             0.04644,            0.028777,          0.00094488,           0.0062505,           0.0062505,           0.0062505
                 136,             0.05846,            0.032937,          0.00056598,             0.77305,             0.65817,             0.66324,             0.47596,            0.046448,            0.028787,          0.00092701,            0.006204,            0.006204,            0.006204
                 137,            0.059164,            0.034136,          0.00058007,             0.75171,             0.66027,             0.66483,             0.47676,            0.046414,            0.028759,          0.00091004,           0.0061574,           0.0061574,           0.0061574
                 138,             0.05848,            0.034678,          0.00055119,              0.7697,              0.6576,             0.66454,             0.47707,            0.046388,            0.028742,          0.00091377,           0.0061107,           0.0061107,           0.0061107
                 139,            0.056807,              0.0323,          0.00054765,             0.77593,             0.65788,             0.66396,             0.47729,            0.046367,            0.028753,          0.00090916,            0.006064,            0.006064,            0.006064
                 140,            0.058782,            0.033678,          0.00058676,             0.76767,              0.6578,             0.66307,             0.47684,            0.046336,             0.02873,          0.00089931,           0.0060172,           0.0060172,           0.0060172
                 141,            0.057474,            0.032114,          0.00050931,             0.76582,              0.6588,             0.66367,               0.477,            0.046295,            0.028739,          0.00089486,           0.0059704,           0.0059704,           0.0059704
                 142,            0.055184,            0.030206,          0.00054483,             0.76583,             0.65798,             0.66324,             0.47696,            0.046308,            0.028749,          0.00091415,           0.0059235,           0.0059235,           0.0059235
                 143,            0.058836,            0.034044,          0.00056611,             0.77264,             0.65832,             0.66305,             0.47681,            0.046297,            0.028768,          0.00090857,           0.0058766,           0.0058766,           0.0058766
                 144,            0.058193,            0.033302,          0.00053559,             0.77636,             0.65858,             0.66395,               0.477,            0.046281,            0.028731,          0.00090462,           0.0058296,           0.0058296,           0.0058296
                 145,            0.058089,            0.032272,          0.00055161,             0.78175,             0.65813,             0.66466,             0.47782,            0.046284,            0.028757,          0.00087311,           0.0057826,           0.0057826,           0.0057826
                 146,            0.057926,            0.031423,          0.00053024,             0.78235,             0.65955,             0.66574,             0.47833,            0.046269,            0.028734,           0.0008848,           0.0057355,           0.0057355,           0.0057355
                 147,            0.058067,            0.032343,           0.0004932,              0.7865,             0.65898,             0.66526,             0.47867,            0.046263,            0.028713,          0.00087255,           0.0056884,           0.0056884,           0.0056884
                 148,            0.059163,            0.034793,          0.00058487,             0.79962,             0.65918,             0.66597,             0.47895,            0.046251,            0.028692,          0.00087773,           0.0056413,           0.0056413,           0.0056413
                 149,            0.057097,            0.032125,          0.00053779,             0.76642,             0.66137,              0.6655,             0.47863,             0.04625,            0.028705,          0.00088512,           0.0055942,           0.0055942,           0.0055942
                 150,            0.057359,            0.032964,          0.00060448,             0.75569,             0.66167,             0.66513,             0.47878,            0.046253,            0.028679,          0.00090379,           0.0055471,           0.0055471,           0.0055471
                 151,            0.056956,             0.03171,          0.00049795,             0.75831,             0.66079,             0.66545,             0.47837,            0.046249,            0.028676,          0.00089966,              0.0055,              0.0055,              0.0055
                 152,            0.057542,            0.033305,          0.00051043,              0.7584,             0.66279,             0.66636,             0.47829,            0.046241,            0.028652,          0.00090186,           0.0054529,           0.0054529,           0.0054529
                 153,            0.058068,            0.033016,           0.0005388,             0.75918,             0.66252,             0.66628,              0.4786,            0.046232,            0.028649,          0.00092199,           0.0054058,           0.0054058,           0.0054058
                 154,            0.055746,             0.03217,          0.00053667,             0.77188,             0.66046,             0.66609,             0.47829,            0.046226,            0.028678,          0.00093357,           0.0053587,           0.0053587,           0.0053587
                 155,            0.055938,            0.031092,          0.00050324,             0.76266,             0.66165,             0.66595,             0.47864,            0.046211,            0.028678,          0.00095331,           0.0053116,           0.0053116,           0.0053116
                 156,            0.056523,            0.031533,            0.000564,             0.76519,              0.6619,             0.66588,              0.4785,            0.046195,            0.028682,          0.00095354,           0.0052645,           0.0052645,           0.0052645
                 157,            0.056933,            0.032633,          0.00057461,             0.77155,             0.66114,             0.66575,             0.47867,            0.046173,             0.02866,          0.00093047,           0.0052174,           0.0052174,           0.0052174
